Panty & Stocking with Garterbelt;7.72;522;324,814;TV;13;Funimation;Gainax;Action,Comedy,Supernatural,Ecchi;;R - 17+ (violence & profanity);
Violet Evergarden Movie;8.94;523;338,829;Movie;1;Funimation;Kyoto Animation;Drama,Fantasy,Slice of Life;;PG-13 - Teens 13 or older;
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou;6.50;524;323,778;OVA;4;Maiden Japan;asread.;Horror,Mystery,Supernatural;;R - 17+ (violence & profanity);
Sakamichi no Apollon;8.34;525;323,484;TV;12;Sentai Filmworks;Tezuka Productions,       MAPPA;Drama,Romance;Josei;PG-13 - Teens 13 or older;
World Trigger;7.58;526;327,484;TV;73;Sentai Filmworks;Toei Animation;Action,Sci-Fi,Supernatural;Shounen;PG-13 - Teens 13 or older;
Isekai Quartet;7.42;527;324,028;TV;12;Funimation;Studio PuYUKAI;Comedy,Fantasy;;PG-13 - Teens 13 or older;
3-gatsu no Lion 2nd Season;8.97;528;324,163;TV;22;Aniplex of America;Shaft;Drama,Slice of Life;Seinen;PG-13 - Teens 13 or older;
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2;8.63;529;320,848;TV;12;Funimation;Studio Bind;Drama,Fantasy,Ecchi;;R - 17+ (violence & profanity);
Owarimonogatari 2nd Season;8.91;530;323,016;TV;7;Aniplex of America;Shaft;Comedy,Mystery,Supernatural;;R - 17+ (violence & profanity);
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?;7.70;531;323,136;TV;12;Funimation;Satelight,       C2C;Drama,Fantasy,Romance,Sci-Fi;;PG-13 - Teens 13 or older;
Black★Rock Shooter (TV);6.83;532;320,195;TV;8;Discotek Media;Ordet,       SANZIGEN;Action,Drama;;PG-13 - Teens 13 or older;
To LOVE-Ru Darkness;7.46;533;319,863;TV;12;Sentai Filmworks;Xebec;Comedy,Romance,Sci-Fi,Ecchi;Shounen;R+ - Mild Nudity;
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari;8.46;534;319,119;Movie;1;Aniplex of America;Shaft;Drama,Mystery,Suspense;;PG-13 - Teens 13 or older;
Air Gear;7.51;535;317,907;TV;25;ADV Films,Funimation;Toei Animation;Action,Comedy,Sports,Ecchi;Shounen;R+ - Mild Nudity;
Bishoujo Senshi Sailor Moon;7.69;536;318,064;TV;46;ADV Films,VIZ Media,DiC Entertainment;Toei Animation;;Shoujo;PG-13 - Teens 13 or older;
Ping Pong the Animation;8.62;537;317,351;TV;11;Funimation;Tatsunoko Production;Drama,Sports;Seinen;PG-13 - Teens 13 or older;
Sayonara no Asa ni Yakusoku no Hana wo Kazarou;8.43;538;318,971;Movie;1;Eleven Arts;P.A. Works;Drama,Fantasy;;PG-13 - Teens 13 or older;
Seireitsukai no Blade Dance;6.75;539;315,978;TV;12;Sentai Filmworks;TNK;Action,Comedy,Fantasy,Romance,Supernatural,Ecchi;;PG-13 - Teens 13 or older;
Arakawa Under the Bridge;7.58;540;315,258;TV;13;NIS America,Inc.;Shaft;Comedy,Romance;Seinen;PG-13 - Teens 13 or older;
Mirai Nikki: Redial;7.34;541;315,401;OVA;1;Funimation;asread.;Action,Supernatural;Shounen;R - 17+ (violence & profanity);
Dragon Ball Kai;7.71;542;315,113;TV;97;Funimation;Toei Animation;Action,Adventure,Comedy,Fantasy;Shounen;PG-13 - Teens 13 or older;
Bakuman. 2nd Season;8.37;543;314,577;TV;25;Media Blasters;J.C.Staff;Comedy,Drama,Romance;Shounen;PG-13 - Teens 13 or older;
Afro Samurai;7.36;544;314,237;TV;5;Funimation;Gonzo;Action,Adventure;;R+ - Mild Nudity;
Haiyore! Nyaruko-san;7.03;545;314,114;TV;12;NIS America,Inc.;Xebec;Comedy,Sci-Fi;;PG-13 - Teens 13 or older;
Quanzhi Gaoshou;7.93;546;314,698;ONA;12;None found;B.CMAY PICTURES;;;PG-13 - Teens 13 or older;
Jigoku Shoujo;7.63;547;313,098;TV;26;Funimation;Studio Deen;Horror,Mystery,Supernatural;;R - 17+ (violence & profanity);
Gantz;7.02;548;312,819;TV;13;ADV Films,Funimation;Gonzo;Action,Drama,Horror,Sci-Fi,Supernatural,Ecchi;;R+ - Mild Nudity;
Beastars 2nd Season;7.92;549;316,858;TV;12;None found;Orange;Drama,Slice of Life;Shounen;R - 17+ (violence & profanity);
Fugou Keiji: Balance:Unlimited;7.54;550;314,956;TV;11;Aniplex of America;CloverWorks;Comedy,Mystery;;PG-13 - Teens 13 or older;
Hundred;6.33;551;312,723;TV;12;Funimation,Crunchyroll;Production IMS;Action,Romance,Sci-Fi,Ecchi;;PG-13 - Teens 13 or older;
Cowboy Bebop: Tengoku no Tobira;8.38;552;310,086;Movie;1;Sony Pictures Entertainment;Bones;Action,Drama,Mystery,Sci-Fi;;R - 17+ (violence & profanity);
Kaze no Tani no Nausicaä;8.38;553;309,719;Movie;1;Walt Disney Studios,GKIDS;Topcraft;Adventure,Fantasy;;PG-13 - Teens 13 or older;
Outbreak Company;7.24;554;310,172;TV;12;Sentai Filmworks;feel.;Comedy,Fantasy;;PG-13 - Teens 13 or older;
Busou Shoujo Machiavellianism;6.92;555;310,517;TV;12;Sentai Filmworks;SILVER LINK.,       Connect;Action,Comedy;Shounen;PG-13 - Teens 13 or older;
Sayonara Zetsubou Sensei;7.88;556;308,230;TV;12;Nozomi Entertainment,Media Blasters;Shaft;;Shounen;R - 17+ (violence & profanity);
Mairimashita! Iruma-kun;7.73;557;310,879;TV;23;None found;Bandai Namco Pictures;Comedy,Fantasy,Supernatural;Shounen;PG-13 - Teens 13 or older;
Tamako Love Story;7.96;558;306,907;Movie;1;Sentai Filmworks;Kyoto Animation;Comedy,Romance,Slice of Life;;PG-13 - Teens 13 or older;
Renai Boukun;6.66;559;307,221;TV;12;Funimation;EMT Squared;Comedy,Romance,Supernatural,Ecchi;;PG-13 - Teens 13 or older;
Yuru Yuri;7.58;560;303,773;TV;12;NIS America,Inc.;Doga Kobo;Comedy,Girls Love,Slice of Life;;PG-13 - Teens 13 or older;
Danna ga Nani wo Itteiru ka Wakaranai Ken;7.33;561;303,724;TV;13;None found;Seven;Comedy,Romance,Slice of Life;Seinen;PG-13 - Teens 13 or older;
Redline;8.29;562;302,708;Movie;1;Anchor Bay Films;Madhouse;Action,Sci-Fi,Sports;;R+ - Mild Nudity;
Kamisama Hajimemashita◎;8.18;563;304,455;TV;12;Funimation;TMS Entertainment;Comedy,Fantasy,Romance,Supernatural;Shoujo;PG-13 - Teens 13 or older;
Suisei no Gargantia;7.48;564;301,824;TV;13;VIZ Media;Production I.G;Action,Adventure,Sci-Fi;;PG-13 - Teens 13 or older;
Gokukoku no Brynhildr;6.89;565;301,675;TV;13;Sentai Filmworks;Arms;Drama,Mystery,Sci-Fi;Seinen;R+ - Mild Nudity;
Akudama Drive;7.65;566;305,691;TV;12;Funimation;Studio Pierrot;Action,Sci-Fi;;R - 17+ (violence & profanity);
Kami nomi zo Shiru Sekai: Megami-hen;8.04;567;300,621;TV;12;Sentai Filmworks;Manglobe;Comedy,Romance,Supernatural;Shounen;PG-13 - Teens 13 or older;
Space☆Dandy;7.88;568;300,533;TV;13;Funimation;Bones;Comedy,Sci-Fi;;PG-13 - Teens 13 or older;
Jormungand;7.82;569;300,375;TV;12;Funimation;White Fox;Action,Adventure;Seinen;R+ - Mild Nudity;
Fullmetal Alchemist: The Conqueror of Shamballa;7.54;570;298,676;Movie;1;Funimation;Bones;Comedy,Drama,Fantasy;Shounen;PG-13 - Teens 13 or older;
Blood-C;6.53;571;300,306;TV;12;Funimation;Production I.G;Action,Horror,Mystery,Supernatural;;R - 17+ (violence & profanity);
Dumbbell Nan Kilo Moteru?;7.30;572;299,736;TV;12;Funimation;Doga Kobo;Comedy,Slice of Life,Sports,Ecchi;;PG-13 - Teens 13 or older;
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen;7.29;573;298,361;TV;12;Funimation;Lerche;Action,Horror,Mystery;;R - 17+ (violence & profanity);
Phantom: Requiem for the Phantom;7.98;574;296,772;TV;26;Funimation;Bee Train;Action,Drama,Suspense;Seinen;R - 17+ (violence & profanity);
School Rumble;7.91;575;296,192;TV;26;Funimation;Studio Comet;Comedy,Romance;Shounen;PG-13 - Teens 13 or older;
Kotoura-san;7.19;576;296,592;TV;12;NIS America,Inc.;AIC Classic;Comedy,Drama,Romance;;PG-13 - Teens 13 or older;
Hanasaku Iroha;7.93;577;296,153;TV;26;NIS America,Inc.;P.A. Works;Comedy,Drama,Slice of Life;;PG-13 - Teens 13 or older;
Berserk;6.31;578;297,340;TV;12;Funimation,Crunchyroll;Millepensee,       GEMBA;Action,Adventure,Drama,Fantasy,Horror,Supernatural;Seinen;R+ - Mild Nudity;
Madan no Ou to Vanadis;7.14;579;296,944;TV;13;Funimation;Satelight;Adventure,Fantasy,Romance,Ecchi;;R - 17+ (violence & profanity);
Akagami no Shirayuki-hime 2nd Season;7.98;580;297,076;TV;12;Funimation;Bones;Drama,Fantasy,Romance;Shoujo;PG-13 - Teens 13 or older;
ReLIFE: Kanketsu-hen;8.21;581;297,240;Special;4;Funimation;TMS Entertainment;Romance,Slice of Life;;PG-13 - Teens 13 or older;
Shelter (Music);8.32;582;294,808;Music;1;Crunchyroll;A-1 Pictures;;;G - All Ages;
Golden Boy;8.02;583;293,711;OVA;6;ADV Films,Media Blasters,Discotek Media;APPP;Adventure,Comedy,Ecchi;;R+ - Mild Nudity;
Diabolik Lovers;5.24;584;294,380;TV;12;Sentai Filmworks;Zexcs;;Shoujo;R - 17+ (violence & profanity);
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!;8.05;585;295,323;OVA;1;Discotek Media;Studio Deen;Adventure,Comedy,Fantasy,Supernatural;;PG-13 - Teens 13 or older;
Seto no Hanayome;7.71;586;292,890;TV;26;Funimation;Gonzo,       AIC;Comedy,Romance;Shounen;PG-13 - Teens 13 or older;
Bakuman. 3rd Season;8.56;587;293,414;TV;25;None found;J.C.Staff;Comedy,Drama,Romance;Shounen;PG-13 - Teens 13 or older;
Wolf's Rain;7.81;588;292,538;TV;26;Funimation,Bandai Entertainment;Bones;Action,Adventure,Drama,Fantasy,Mystery,Sci-Fi;;PG-13 - Teens 13 or older;
Ben-To;7.24;589;292,290;TV;12;Funimation;David Production;Action,Comedy,Gourmet;;PG-13 - Teens 13 or older;
Saenai Heroine no Sodatekata ♭;7.78;590;293,857;TV;11;None found;A-1 Pictures;Comedy,Romance,Ecchi;;PG-13 - Teens 13 or older;
Tales of Zestiria the Cross;7.27;591;290,810;TV;12;Funimation;ufotable;Action,Adventure,Fantasy;;PG-13 - Teens 13 or older;
Plunderer;6.55;592;293,151;TV;24;Funimation;GEEK TOYS;Action,Fantasy,Ecchi;Shounen;PG-13 - Teens 13 or older;
Detective Conan;8.16;593;289,212;TV;Unknown;Funimation,Crunchyroll;TMS Entertainment;Adventure,Comedy,Mystery;Shounen;PG-13 - Teens 13 or older;
Freezing;6.85;594;289,817;TV;12;Funimation;A.C.G.T.;Action,Drama,Romance,Sci-Fi,Ecchi;Seinen;R+ - Mild Nudity;
Nanatsu no Taizai: Fundo no Shinpan;6.62;595;294,711;TV;24;None found;Studio Deen;Action,Adventure,Fantasy,Supernatural;Shounen;PG-13 - Teens 13 or older;
Gyakkyou Burai Kaiji: Ultimate Survivor;8.28;596;288,971;TV;26;Sentai Filmworks;Madhouse;;Seinen;R - 17+ (violence & profanity);
Motto To LOVE-Ru;7.31;597;288,849;TV;12;Sentai Filmworks;Xebec;Comedy,Sci-Fi,Ecchi;Shounen;R+ - Mild Nudity;
Seikon no Qwaser;6.40;598;288,585;TV;24;Sentai Filmworks;Hoods Entertainment;Action,Supernatural,Ecchi;Seinen;R - 17+ (violence & profanity);
Stranger: Mukou Hadan;8.29;599;288,024;Movie;1;Funimation,Bandai Entertainment;Bones;Action,Adventure;;R - 17+ (violence & profanity);
Beck;8.30;600;288,003;TV;26;Funimation;Madhouse;Comedy,Drama,Slice of Life;Shounen;R - 17+ (violence & profanity);
K: Return of Kings;7.59;601;289,643;TV;13;VIZ Media;GoHands;Action,Supernatural;;PG-13 - Teens 13 or older;
Code:Breaker;6.76;602;288,818;TV;13;Funimation;Kinema Citrus;Action,Comedy,Supernatural;Shounen;R - 17+ (violence & profanity);
Machine-Doll wa Kizutsukanai;7.10;603;287,882;TV;12;Funimation;Lerche;Action,Fantasy,Ecchi;;R+ - Mild Nudity;
Date A Live III;7.17;604;289,880;TV;12;Funimation;J.C.Staff;Comedy,Romance,Sci-Fi;;R - 17+ (violence & profanity);
Noragami OVA;7.74;605;286,720;OVA;2;None found;Bones;Action,Adventure,Comedy,Supernatural;Shounen;PG-13 - Teens 13 or older;
Shakugan no Shana II (Second);7.58;606;285,430;TV;24;Funimation;J.C.Staff;Action,Drama,Fantasy,Romance,Supernatural;;PG-13 - Teens 13 or older;
Kiss x Sis;6.89;607;285,671;OVA;12;Discotek Media;feel.;Comedy,Romance,Ecchi;Seinen;R+ - Mild Nudity;
Little Witch Academia;7.82;608;284,175;Movie;1;None found;Trigger;Adventure,Comedy,Fantasy;;PG-13 - Teens 13 or older;
Azumanga Daioh;7.97;609;283,142;TV;26;ADV Films,Sentai Filmworks;J.C.Staff;Comedy,Slice of Life;;PG-13 - Teens 13 or older;
Aldnoah.Zero 2nd Season;6.94;610;282,840;TV;12;Aniplex of America;A-1 Pictures,       TROYCA;Action,Sci-Fi;;R - 17+ (violence & profanity);
Kumo Desu ga, Nani ka?;7.45;611;286,676;TV;24;None found;Millepensee;Action,Adventure,Comedy,Fantasy,Mystery;;PG-13 - Teens 13 or older;
Nodame Cantabile;8.30;612;281,514;TV;23;None found;J.C.Staff;Comedy,Drama,Romance,Slice of Life;Josei;PG-13 - Teens 13 or older;
B: The Beginning;7.25;613;283,869;ONA;12;None found;Production I.G;Action,Mystery,Supernatural,Suspense;;R - 17+ (violence & profanity);
Majo no Tabitabi;7.55;614;283,887;TV;12;Funimation;C2C;Adventure,Fantasy;;PG-13 - Teens 13 or older;
Made in Abyss Movie 3: Fukaki Tamashii no Reimei;8.70;615;283,871;Movie;1;Sentai Filmworks;Kinema Citrus;Adventure,Drama,Fantasy,Mystery,Sci-Fi;;R - 17+ (violence & profanity);
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly;8.56;616;284,294;Movie;1;Aniplex of America;ufotable;Action,Fantasy,Supernatural;;R - 17+ (violence & profanity);
Sewayaki Kitsune no Senko-san;7.35;617;281,829;TV;12;Funimation;Doga Kobo;Comedy,Romance,Slice of Life,Supernatural;;PG-13 - Teens 13 or older;
Acchi Kocchi (TV);7.49;618;280,099;TV;12;Sentai Filmworks;AIC;Comedy,Romance,Slice of Life;;PG-13 - Teens 13 or older;
BNA;7.40;619;281,443;TV;12;None found;Trigger;Action,Fantasy;;PG-13 - Teens 13 or older;
Initial D First Stage;8.29;620;278,911;TV;26;Funimation,Tokyopop;Gallop,       Studio Comet;Action,Drama,Sports;Seinen;PG-13 - Teens 13 or older;
Kishuku Gakkou no Juliet;7.46;621;280,948;TV;12;None found;LIDENFILMS;Action,Comedy,Romance;Shounen;PG-13 - Teens 13 or older;
Devil May Cry;6.96;622;277,684;TV;12;ADV Films,Funimation;Madhouse;Action,Fantasy;;R - 17+ (violence & profanity);
Clannad: Mou Hitotsu no Sekai, Tomoyo-hen;7.96;623;277,844;Special;1;Sentai Filmworks;Kyoto Animation;Drama,Romance,Slice of Life;;PG-13 - Teens 13 or older;
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou;8.40;624;282,750;Movie;1;Funimation;Kyoto Animation;Drama,Fantasy,Slice of Life;;PG-13 - Teens 13 or older;
Kimetsu no Yaiba: Yuukaku-hen;N/A;625;276,370;TV;Unknown;None found;ufotable;Action,Supernatural;Shounen;R - 17+ (violence & profanity);
Isshuukan Friends.;7.55;626;276,634;TV;12;Sentai Filmworks;Brain's Base;Comedy,Slice of Life;Shounen;PG-13 - Teens 13 or older;
Nakitai Watashi wa Neko wo Kaburu;7.35;627;279,569;ONA;1;None found;Studio Colorido;Comedy,Drama,Romance,Supernatural;;PG-13 - Teens 13 or older;
xxxHOLiC;8.00;628;275,011;TV;24;Funimation;Production I.G;Comedy,Drama,Mystery,Supernatural;;PG-13 - Teens 13 or older;
K-On! Movie;8.34;629;275,514;Movie;1;Sentai Filmworks;Kyoto Animation;Comedy,Slice of Life;;PG-13 - Teens 13 or older;
Dragon Ball Super: Broly;8.12;630;277,862;Movie;1;Funimation;Toei Animation;Action,Adventure,Fantasy;Shounen;PG-13 - Teens 13 or older;
Witch Craft Works;7.03;631;275,095;TV;12;None found;J.C.Staff;Action,Fantasy,Supernatural;Seinen;PG-13 - Teens 13 or older;
Air;7.30;632;274,051;TV;12;ADV Films,Funimation;Kyoto Animation;Drama,Romance,Slice of Life,Supernatural;;PG-13 - Teens 13 or older;
Golden Kamuy;7.85;633;276,077;TV;12;Funimation;Geno Studio;Action,Adventure;Seinen;R - 17+ (violence & profanity);
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω;6.73;634;277,695;TV;10;Funimation;Tezuka Productions,       Okuruto Noboru;Comedy,Fantasy,Ecchi;;PG-13 - Teens 13 or older;
Nanbaka;7.34;635;275,308;TV;13;Funimation;Satelight;Action,Comedy,Drama;;PG-13 - Teens 13 or older;
One Punch Man: Road to Hero;7.71;636;274,472;OVA;1;None found;Madhouse;Action,Comedy,Sci-Fi,Supernatural;;R - 17+ (violence & profanity);
Sword Art Online: Extra Edition;6.56;637;273,327;Special;1;Aniplex of America;A-1 Pictures;Action,Adventure,Fantasy,Romance;;PG-13 - Teens 13 or older;
Karigurashi no Arrietty;7.91;638;272,631;Movie;1;Walt Disney Studios;Studio Ghibli;;;G - All Ages;
Fate/stay night: Unlimited Blade Works Prologue;8.07;639;273,801;Special;1;Aniplex of America;ufotable;Action,Fantasy,Supernatural;;PG-13 - Teens 13 or older;
Naruto: Shippuuden Movie 6 - Road to Ninja;7.67;640;273,458;Movie;1;VIZ Media;Studio Pierrot;Action,Adventure;Shounen;PG-13 - Teens 13 or older;
Mimi wo Sumaseba;8.22;641;272,185;Movie;1;Walt Disney Studios,GKIDS;Studio Ghibli;Drama,Romance,Slice of Life;Shoujo;G - All Ages;
Kokoro ga Sakebitagatterunda.;7.89;642;273,681;Movie;1;Aniplex of America;A-1 Pictures;Drama,Romance;;PG-13 - Teens 13 or older;
Imouto sae Ireba Ii.;7.33;643;273,651;TV;12;Funimation;SILVER LINK.;Comedy,Romance;;PG-13 - Teens 13 or older;
Nejimaki Seirei Senki: Tenkyou no Alderamin;7.69;644;272,987;TV;13;Funimation,Crunchyroll;Madhouse;Action,Adventure,Fantasy;;R - 17+ (violence & profanity);
Hamatora The Animation;7.28;645;271,719;TV;12;Sentai Filmworks;NAZ;Comedy,Drama,Mystery;;R - 17+ (violence & profanity);
Denpa Onna to Seishun Otoko;7.15;646;271,832;TV;12;NIS America,Inc.;Shaft;Comedy,Sci-Fi,Slice of Life;;PG-13 - Teens 13 or older;
Dimension W;7.20;647;270,842;TV;12;Funimation;Orange,       Studio 3Hz;Action,Sci-Fi;Seinen;R - 17+ (violence & profanity);
Carole & Tuesday;7.91;648;271,599;TV;24;None found;Bones;Drama,Sci-Fi;;PG-13 - Teens 13 or older;
Full Metal Panic? Fumoffu;8.05;649;269,289;TV;12;ADV Films,Funimation;Kyoto Animation;Action,Comedy;;PG-13 - Teens 13 or older;
Highschool of the Dead: Drifters of the Dead;6.62;650;269,768;OVA;1;Sentai Filmworks;Madhouse;Comedy,Supernatural,Ecchi;;R+ - Mild Nudity;
Fruits Basket: The Final;9.07;651;274,879;TV;13;Funimation;TMS Entertainment;Comedy,Drama,Romance,Slice of Life,Supernatural;Shoujo;PG-13 - Teens 13 or older;
ChäoS;HEAd;6.34;652;268,489;TV;12;Funimation;Madhouse;Mystery,Sci-Fi,Supernatural;;R - 17+ (violence & profanity);
Irozuku Sekai no Ashita kara;7.53;653;269,949;TV;13;Sentai Filmworks;P.A. Works;Drama,Romance;;PG-13 - Teens 13 or older;
Assassins Pride;5.93;654;270,712;TV;12;Sentai Filmworks;EMT Squared;;;PG-13 - Teens 13 or older;
C: The Money of Soul and Possibility Control;7.21;655;268,302;TV;11;Funimation;Tatsunoko Production;Action,Mystery,Suspense;;PG-13 - Teens 13 or older;
Yuukoku no Moriarty;8.12;656;271,804;TV;11;Funimation;Production I.G;Mystery,Suspense;Shounen;R - 17+ (violence & profanity);
Id:Invaded;7.87;657;269,817;TV;13;Funimation;NAZ;Mystery,Sci-Fi;;R - 17+ (violence & profanity);
Mawaru Penguindrum;7.97;658;267,543;TV;24;Sentai Filmworks;Brain's Base;Avant Garde,Comedy,Drama,Mystery;;R - 17+ (violence & profanity);
Taimadou Gakuen 35 Shiken Shoutai;6.85;659;268,078;TV;12;Discotek Media;SILVER LINK.;Action,Fantasy,Romance,Supernatural,Ecchi;;R - 17+ (violence & profanity);
Ballroom e Youkoso;8.20;660;267,395;TV;24;Ponycan USA;Production I.G;Comedy,Drama,Romance,Sports;Shounen;PG-13 - Teens 13 or older;
Densetsu no Yuusha no Densetsu;7.56;661;265,258;TV;24;Funimation;Zexcs;Action,Adventure,Fantasy;Shounen;R - 17+ (violence & profanity);
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen;7.43;662;266,478;TV;11;Funimation;Lerche;Action,Horror,Mystery;;R - 17+ (violence & profanity);
Shijou Saikyou no Deshi Kenichi;8.08;663;264,789;TV;50;Funimation,Discotek Media;TMS Entertainment;Action,Comedy;Shounen;PG-13 - Teens 13 or older;
Kemono Jihen;7.44;664;268,064;TV;12;Funimation;Ajia-Do;Action,Mystery,Supernatural;Shounen;R - 17+ (violence & profanity);
3D Kanojo: Real Girl;6.82;665;266,709;TV;12;Sentai Filmworks;Hoods Entertainment;;Shoujo;PG-13 - Teens 13 or older;
Eizouken ni wa Te wo Dasu na!;8.15;666;266,772;TV;12;Crunchyroll;Science SARU;Adventure,Comedy;Seinen;PG-13 - Teens 13 or older;
Shoujo Shuumatsu Ryokou;8.19;667;266,288;TV;12;Sentai Filmworks;White Fox;Adventure,Mystery,Sci-Fi,Slice of Life;;PG-13 - Teens 13 or older;
Seiken Tsukai no World Break;6.84;668;264,693;TV;12;Funimation;Diomedéa;Action,Fantasy,Romance,Supernatural;;R - 17+ (violence & profanity);
Amnesia;6.03;669;264,418;TV;12;Sentai Filmworks;Brain's Base;Fantasy,Mystery,Romance;;PG-13 - Teens 13 or older;
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.;6.86;670;264,069;TV;12;Sentai Filmworks;asread.;Comedy,Fantasy,Romance,Ecchi;;PG-13 - Teens 13 or older;
Oniichan dakedo Ai sae Areba Kankeinai yo ne!;6.48;671;264,064;TV;12;Funimation;SILVER LINK.;Comedy,Romance,Ecchi;;R+ - Mild Nudity;
Sora no Otoshimono: Forte;7.50;672;263,376;TV;12;Funimation;AIC ASTA;Comedy,Romance,Sci-Fi,Supernatural,Ecchi;Shounen;PG-13 - Teens 13 or older;
Tokyo Magnitude 8.0;8.03;673;263,475;TV;11;Maiden Japan;Bones,       Kinema Citrus;;;PG-13 - Teens 13 or older;
Ginga Eiyuu Densetsu;9.04;674;262,887;OVA;110;Sentai Filmworks;K-Factory,       Kitty Film Mitaka Studio;Drama,Sci-Fi;;R - 17+ (violence & profanity);
Oda Nobuna no Yabou;7.42;675;262,996;TV;12;Sentai Filmworks;Madhouse,       Studio Gokumi;Comedy,Romance;;PG-13 - Teens 13 or older;
Soredemo Sekai wa Utsukushii;7.64;676;262,201;TV;12;Sentai Filmworks;Studio Pierrot;Adventure,Fantasy,Romance;Shoujo;PG-13 - Teens 13 or older;
Mahouka Koukou no Rettousei: Raihousha-hen;7.28;677;263,937;TV;13;Aniplex of America;8bit;Action,Romance,Sci-Fi,Supernatural;;PG-13 - Teens 13 or older;
Tantei wa Mou, Shindeiru.;6.37;678;260,923;TV;12;Funimation;ENGI;Comedy,Drama,Mystery,Romance;;PG-13 - Teens 13 or older;
Chainsaw Man;N/A;679;269,939;TV;Unknown;None found;MAPPA;Action,Adventure;Shounen;None;
Amaama to Inazuma;7.53;680;262,295;TV;12;None found;TMS Entertainment;Comedy,Gourmet,Slice of Life;Seinen;PG-13 - Teens 13 or older;
Gintama': Enchousen;9.04;681;260,982;TV;13;None found;Sunrise;Action,Comedy,Sci-Fi;Shounen;PG-13 - Teens 13 or older;
Little Busters!;7.50;682;260,295;TV;26;Sentai Filmworks;J.C.Staff;Comedy,Drama,Slice of Life,Supernatural;;PG-13 - Teens 13 or older;
Nande Koko ni Sensei ga!?;6.49;683;262,043;TV;12;Sentai Filmworks;Tear Studio;Comedy,Ecchi;Seinen;PG-13 - Teens 13 or older;
One Punch Man Specials;7.70;684;260,750;Special;6;VIZ Media;Madhouse;Action,Comedy,Sci-Fi,Supernatural;;R - 17+ (violence & profanity);
Maji de Watashi ni Koi Shinasai!;6.72;685;258,945;TV;12;Sentai Filmworks;Lerche;Comedy,Romance,Ecchi;;PG-13 - Teens 13 or older;
Mononoke;8.44;686;258,401;TV;12;Flatiron Film Company;Toei Animation;Fantasy,Horror,Mystery,Supernatural;Seinen;R - 17+ (violence & profanity);
Takt Op. Destiny;7.95;687;256,714;TV;Unknown;None found;Madhouse,       MAPPA;Action,Fantasy;;PG-13 - Teens 13 or older;
Kakushigoto (TV);8.00;688;258,447;TV;12;Funimation;Ajia-Do;Comedy,Slice of Life;Shounen;PG-13 - Teens 13 or older;
Vanitas no Karte;7.92;689;255,628;TV;12;Funimation;Bones;;Shounen;R - 17+ (violence & profanity);
Araburu Kisetsu no Otome-domo yo.;7.42;690;257,646;TV;12;Sentai Filmworks;Lay-duce;Comedy,Drama,Romance;Shounen;PG-13 - Teens 13 or older;
Shuffle!;7.06;691;255,591;TV;24;Funimation;asread.;Comedy,Drama,Fantasy,Romance,Ecchi;Seinen;R+ - Mild Nudity;
Sentouin, Hakenshimasu!;7.22;692;259,411;TV;12;Funimation;J.C.Staff;Action,Comedy,Fantasy;;PG-13 - Teens 13 or older;
Kino no Tabi: The Beautiful World;8.31;693;255,651;TV;13;ADV Films,Sentai Filmworks;A.C.G.T.;Action,Adventure,Slice of Life;;R - 17+ (violence & profanity);
Code Geass: Fukkatsu no Lelouch;7.93;694;256,808;Movie;1;Funimation;Sunrise;Action,Drama,Sci-Fi;;R - 17+ (violence & profanity);
Mushishi Zoku Shou;8.71;695;254,772;TV;10;Aniplex of America;Artland;Adventure,Fantasy,Mystery,Slice of Life,Supernatural;Seinen;PG-13 - Teens 13 or older;
Kämpfer;6.41;696;254,067;TV;12;Sentai Filmworks;Nomad;Action,Comedy,Girls Love,Romance,Ecchi;;PG-13 - Teens 13 or older;
Gin no Saji;8.10;697;254,100;TV;11;Aniplex of America;A-1 Pictures;Comedy,Slice of Life;Shounen;PG-13 - Teens 13 or older;
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie;7.89;698;253,985;Movie;1;Aniplex of America;A-1 Pictures;Drama,Slice of Life,Supernatural;;PG-13 - Teens 13 or older;
Fuuka;6.52;699;254,440;TV;12;Funimation,Crunchyroll;Diomedéa;Drama,Romance,Ecchi;Shounen;R+ - Mild Nudity;
Ore dake Haireru Kakushi Dungeon;6.29;700;256,830;TV;12;None found;Okuruto Noboru;Action,Adventure,Fantasy,Ecchi;;PG-13 - Teens 13 or older;
Ajin 2nd Season;7.63;701;254,156;TV;13;Sentai Filmworks;Polygon Pictures;Action,Horror,Mystery,Supernatural;Seinen;R - 17+ (violence & profanity);
